features,labels
"[0.5728002190589905, 0.5367149114608765, -0.28622785210609436, 0.44385531544685364, 0.5359309911727905, -0.2670486569404602, 0.6286269426345825, 0.6657809019088745, -0.30545035004615784, 0.39136502146720886, 0.6633461713790894, -0.3115749955177307, 0.6713811755180359, 0.7817453742027283, -0.37631192803382874, 0.34662747383117676, 0.7800232768058777, -0.4132483899593353, 0.5451887249946594, 0.6904342174530029, -0.0032665664330124855, 0.4792214334011078, 0.6920837759971619, 0.002944359090179205, 0.5803711414337158, 0.6808028817176819, -0.31150415539741516, 0.44283348321914673, 0.6924878358840942, -0.32331326603889465]",0
"[0.5724350214004517, 0.536706268787384, -0.2901769280433655, 0.44383952021598816, 0.5361595153808594, -0.2737378776073456, 0.6284891963005066, 0.6656960248947144, -0.31142809987068176, 0.3922778367996216, 0.6630702018737793, -0.3215891718864441, 0.6715436577796936, 0.7817007899284363, -0.38451364636421204, 0.347279816865921, 0.7806482315063477, -0.42655128240585327, 0.5443347692489624, 0.6915525794029236, -0.0024944550823420286, 0.4784087836742401, 0.6934179067611694, 0.002170596271753311, 0.5799924731254578, 0.68135005235672, -0.31769928336143494, 0.44382116198539734, 0.6931474208831787, -0.3292354941368103]",0
"[0.5721184611320496, 0.5368006825447083, -0.29123324155807495, 0.4439980387687683, 0.5346473455429077, -0.2755335569381714, 0.6271252036094666, 0.6622796654701233, -0.3219226896762848, 0.39224979281425476, 0.6601014733314514, -0.3266238272190094, 0.6715863347053528, 0.7787308096885681, -0.4022320508956909, 0.3470708131790161, 0.77618408203125, -0.4293164014816284, 0.5437740683555603, 0.6895604729652405, -0.002483161399140954, 0.47825244069099426, 0.6902532577514648, 0.0021711436565965414, 0.5806477069854736, 0.6847134828567505, -0.30886948108673096, 0.4413841664791107, 0.6943413615226746, -0.31973782181739807]",0
"[0.5718824863433838, 0.5385035276412964, -0.29311445355415344, 0.44346073269844055, 0.5342057347297668, -0.2752167582511902, 0.6280666589736938, 0.6643113493919373, -0.3175240755081177, 0.3931344449520111, 0.6586962342262268, -0.3244970738887787, 0.6720327138900757, 0.7831295728683472, -0.3974524736404419, 0.3484232425689697, 0.774864673614502, -0.43412068486213684, 0.5435428619384766, 0.6871212720870972, -0.0028447555378079414, 0.4780671000480652, 0.6893994808197021, 0.002520418493077159, 0.5800797939300537, 0.6866482496261597, -0.32306694984436035, 0.44102907180786133, 0.6940016746520996, -0.3378768563270569]",0
"[0.5720074772834778, 0.5375747680664062, -0.2935338318347931, 0.44286274909973145, 0.5357391834259033, -0.2742908298969269, 0.6280221343040466, 0.6648188829421997, -0.31923630833625793, 0.39326679706573486, 0.6621121168136597, -0.326061874628067, 0.6722408533096313, 0.7840451002120972, -0.39241060614585876, 0.3463863134384155, 0.7799035310745239, -0.43070781230926514, 0.5438518524169922, 0.6943685412406921, -0.0011985040036961436, 0.4783933758735657, 0.6956083178520203, 0.0008639093721285462, 0.5793409943580627, 0.6817448735237122, -0.3039480149745941, 0.4448389410972595, 0.687385082244873, -0.31929779052734375]",0
"[0.572271466255188, 0.5390621423721313, -0.3013956844806671, 0.4438907504081726, 0.5350165367126465, -0.2840197682380676, 0.6281367540359497, 0.6656124591827393, -0.3251775801181793, 0.39259275794029236, 0.6629139184951782, -0.33387190103530884, 0.6727967262268066, 0.7828171849250793, -0.40197235345840454, 0.34757930040359497, 0.7806846499443054, -0.4398614764213562, 0.5439233779907227, 0.6859447360038757, -0.002069398993626237, 0.4784984886646271, 0.6877596378326416, 0.0017498572124168277, 0.5799508094787598, 0.6869609355926514, -0.31838318705558777, 0.44330132007598877, 0.6936650276184082, -0.32919108867645264]",0
"[0.5722116231918335, 0.5386350154876709, -0.2949460446834564, 0.4430174231529236, 0.5346336960792542, -0.2781457304954529, 0.6281726956367493, 0.6656144261360168, -0.320213258266449, 0.39280691742897034, 0.6599422693252563, -0.3291224241256714, 0.671830415725708, 0.7826588749885559, -0.3993179202079773, 0.348246693611145, 0.7756631970405579, -0.4377239942550659, 0.5431853532791138, 0.6846011281013489, -0.0012057056883350015, 0.47713610529899597, 0.6868670582771301, 0.0008819076465442777, 0.5797014236450195, 0.6886961460113525, -0.31563565135002136, 0.4414282441139221, 0.6960048079490662, -0.3239263892173767]",0
"[0.5713374018669128, 0.5386566519737244, -0.31952109932899475, 0.4432624280452728, 0.5357944965362549, -0.30423763394355774, 0.6280003786087036, 0.6637937426567078, -0.35551533102989197, 0.3928336799144745, 0.6583378314971924, -0.35899150371551514, 0.6727117300033569, 0.7827253937721252, -0.452669233083725, 0.3477590084075928, 0.7753384113311768, -0.47471505403518677, 0.5437994599342346, 0.6829023361206055, -0.004236290231347084, 0.47856754064559937, 0.6857596635818481, 0.0039008206222206354, 0.5802699327468872, 0.6877996325492859, -0.36519795656204224, 0.4411371052265167, 0.6946065425872803, -0.3711288869380951]",0
"[0.5720158815383911, 0.538153886795044, -0.29679661989212036, 0.44336217641830444, 0.5340090394020081, -0.27667224407196045, 0.6280878186225891, 0.6656630635261536, -0.3233598470687866, 0.39363351464271545, 0.6588674783706665, -0.3290420472621918, 0.6716938018798828, 0.7835938334465027, -0.40227487683296204, 0.34777891635894775, 0.7751954793930054, -0.4400307834148407, 0.5426861643791199, 0.6880618333816528, -0.0026358654722571373, 0.47695618867874146, 0.6904313564300537, 0.0023102443665266037, 0.5796690583229065, 0.6858574748039246, -0.3156561553478241, 0.4419894218444824, 0.693260133266449, -0.3270503878593445]",0
"[0.5722965002059937, 0.5384891033172607, -0.2961515486240387, 0.4437171518802643, 0.5337094068527222, -0.27539119124412537, 0.6279365420341492, 0.6657899618148804, -0.32087647914886475, 0.3930104672908783, 0.660198450088501, -0.32605355978012085, 0.6720977425575256, 0.7835503220558167, -0.39663293957710266, 0.34789299964904785, 0.7771272659301758, -0.43216803669929504, 0.5434142351150513, 0.6884092688560486, -0.002169644692912698, 0.4778294861316681, 0.6901746988296509, 0.0018398247193545103, 0.5796185731887817, 0.6867276430130005, -0.31185591220855713, 0.44278988242149353, 0.6922169923782349, -0.32279637455940247]",0
"[0.5727224349975586, 0.5375813245773315, -0.2962392270565033, 0.4434759318828583, 0.5343334078788757, -0.2793981730937958, 0.6277205944061279, 0.6652517318725586, -0.32590532302856445, 0.3935573697090149, 0.6584682464599609, -0.3324779272079468, 0.6720277070999146, 0.7810128927230835, -0.40631166100502014, 0.347528338432312, 0.7748090028762817, -0.4420558512210846, 0.5445691347122192, 0.6927992105484009, -0.0037102755159139633, 0.4788258373737335, 0.6931670308113098, 0.003394521540030837, 0.5789459347724915, 0.6842635273933411, -0.3205060362815857, 0.4426417052745819, 0.6896704435348511, -0.32827824354171753]",0
"[0.5722954273223877, 0.5360282063484192, -0.29331517219543457, 0.443569153547287, 0.5353025794029236, -0.27451133728027344, 0.6284230947494507, 0.6668599843978882, -0.3215169906616211, 0.39343640208244324, 0.6623692512512207, -0.3266039192676544, 0.6717281937599182, 0.7844582200050354, -0.3981906771659851, 0.3472074866294861, 0.7803988456726074, -0.4362637400627136, 0.5421581864356995, 0.6944705247879028, -0.002284764079377055, 0.47651779651641846, 0.6979691386222839, 0.001957258442416787, 0.5778216123580933, 0.6817342638969421, -0.3210025131702423, 0.4449125826358795, 0.6886979937553406, -0.3354107141494751]",0
"[0.5724126100540161, 0.53691565990448, -0.28536322712898254, 0.44341960549354553, 0.5359665155410767, -0.2661426067352295, 0.6282926797866821, 0.666308581829071, -0.30594420433044434, 0.39329349994659424, 0.662834644317627, -0.3129676878452301, 0.6727957129478455, 0.7842340469360352, -0.37433671951293945, 0.34732264280319214, 0.7814317941665649, -0.4154425859451294, 0.5425979495048523, 0.6935892105102539, -0.002222212962806225, 0.4772556722164154, 0.6975928544998169, 0.0018939014989882708, 0.5778741240501404, 0.6824039220809937, -0.31297826766967773, 0.4439489543437958, 0.6893214583396912, -0.32726478576660156]",0
"[0.572536051273346, 0.536425769329071, -0.29642847180366516, 0.4436218738555908, 0.5360848903656006, -0.27824991941452026, 0.6283124685287476, 0.6664442420005798, -0.3201974034309387, 0.39261263608932495, 0.6633411049842834, -0.32549411058425903, 0.6722906827926636, 0.7836171388626099, -0.39392879605293274, 0.34690389037132263, 0.7811824083328247, -0.4292561411857605, 0.543395459651947, 0.6898161172866821, -0.002140501281246543, 0.4779914319515228, 0.6932868361473083, 0.0018191388808190823, 0.5791467428207397, 0.6851890683174133, -0.31767475605010986, 0.44376465678215027, 0.6919889450073242, -0.33234772086143494]",0
"[0.5728151798248291, 0.5355385541915894, -0.2885318696498871, 0.44368690252304077, 0.5354464054107666, -0.27139630913734436, 0.6283459067344666, 0.6663811802864075, -0.3096344769001007, 0.39251014590263367, 0.663340151309967, -0.3169894516468048, 0.6721414923667908, 0.7830982208251953, -0.3787992596626282, 0.34610700607299805, 0.7827714085578918, -0.41867488622665405, 0.5439379215240479, 0.6916719079017639, -0.0013145322445780039, 0.4779849946498871, 0.6950087547302246, 0.000997293507680297, 0.5791602730751038, 0.6859599947929382, -0.30443647503852844, 0.44397443532943726, 0.6920479536056519, -0.3187825083732605]",0
"[0.5729082822799683, 0.5365466475486755, -0.2984287142753601, 0.44348302483558655, 0.5365920662879944, -0.27974292635917664, 0.6283516883850098, 0.6671514511108398, -0.324730783700943, 0.3916611671447754, 0.6642360091209412, -0.3323022723197937, 0.6726540923118591, 0.7848791480064392, -0.39480289816856384, 0.3465040326118469, 0.7807173728942871, -0.4372147023677826, 0.5442094206809998, 0.6884072422981262, -0.002093036426231265, 0.4790586829185486, 0.6910375952720642, 0.0017748464597389102, 0.5786609053611755, 0.6831151843070984, -0.30239567160606384, 0.4448389410972595, 0.6856215000152588, -0.31561970710754395]",0
"[0.5726864337921143, 0.5360525846481323, -0.2972121238708496, 0.4436488747596741, 0.5354570150375366, -0.2775205075740814, 0.6284642219543457, 0.6661490201950073, -0.3248583972454071, 0.39376747608184814, 0.661138653755188, -0.33192557096481323, 0.6723112463951111, 0.7846717238426208, -0.39694949984550476, 0.346373051404953, 0.7784794569015503, -0.44062045216560364, 0.5443223714828491, 0.6933940649032593, -0.0030384210404008627, 0.47914084792137146, 0.6956892013549805, 0.0027148795779794455, 0.5781211256980896, 0.6805716753005981, -0.3069416880607605, 0.4441596567630768, 0.6857523322105408, -0.3191254436969757]",0
"[0.5732662081718445, 0.5362790822982788, -0.29736560583114624, 0.443271666765213, 0.5360941290855408, -0.2787409722805023, 0.6286529302597046, 0.666056215763092, -0.320368230342865, 0.39167121052742004, 0.6631200313568115, -0.3255380094051361, 0.6721563935279846, 0.7846605181694031, -0.39252907037734985, 0.34683308005332947, 0.7788332104682922, -0.42794451117515564, 0.5453280210494995, 0.6856548190116882, -0.0011535125086084008, 0.47927477955818176, 0.6885125041007996, 0.0008377879275940359, 0.5799218416213989, 0.682952880859375, -0.3006701171398163, 0.4437846839427948, 0.6847749948501587, -0.3166881799697876]",0
"[0.572590172290802, 0.5363514423370361, -0.2904338538646698, 0.4434296190738678, 0.5357056856155396, -0.2716337740421295, 0.6280069947242737, 0.6652193069458008, -0.3119490146636963, 0.392167329788208, 0.662179708480835, -0.31835702061653137, 0.6732784509658813, 0.7831938862800598, -0.3840435743331909, 0.3470568060874939, 0.7788439393043518, -0.41981977224349976, 0.5457348823547363, 0.6886535286903381, -0.0014114559162408113, 0.47943416237831116, 0.6922922134399414, 0.0010844910284504294, 0.5805271863937378, 0.6826707720756531, -0.298068106174469, 0.4431261420249939, 0.6865130662918091, -0.310592383146286]",0
"[0.573611855506897, 0.5378878712654114, -0.30002453923225403, 0.44294771552085876, 0.5361602902412415, -0.2811915874481201, 0.6286023855209351, 0.665148138999939, -0.32432201504707336, 0.39257171750068665, 0.6622040867805481, -0.3338738679885864, 0.6724092960357666, 0.7839171290397644, -0.3968045115470886, 0.3471081256866455, 0.7780948877334595, -0.43954604864120483, 0.5464121699333191, 0.6852738261222839, -0.001030492247082293, 0.480346143245697, 0.6896864175796509, 0.000704111997038126, 0.5814961791038513, 0.6841058731079102, -0.3043709099292755, 0.44278407096862793, 0.687882661819458, -0.31517431139945984]",0
"[0.5727533102035522, 0.5351616144180298, -0.2942664325237274, 0.44318217039108276, 0.5358370542526245, -0.2734333872795105, 0.6275006532669067, 0.6638361215591431, -0.31986308097839355, 0.3931148052215576, 0.6612275838851929, -0.32378217577934265, 0.6730995178222656, 0.7837311625480652, -0.3952498435974121, 0.3474615812301636, 0.7770555019378662, -0.42736414074897766, 0.5470598340034485, 0.6875304579734802, -0.0013342642923817039, 0.4805764853954315, 0.6910802721977234, 0.0010068616829812527, 0.5808804631233215, 0.6863539814949036, -0.3014070987701416, 0.4430389404296875, 0.6884565353393555, -0.30575159192085266]",0
"[0.5723792314529419, 0.5365475416183472, -0.29349011182785034, 0.4433401823043823, 0.536275327205658, -0.27376511693000793, 0.6279160976409912, 0.6659785509109497, -0.31511881947517395, 0.3930359184741974, 0.6614053845405579, -0.32095348834991455, 0.6731419563293457, 0.7845197916030884, -0.38534706830978394, 0.34775933623313904, 0.7757312059402466, -0.4256008565425873, 0.5444159507751465, 0.6910471320152283, -0.0017552182544022799, 0.4783826470375061, 0.6931912302970886, 0.0014440714148804545, 0.5807624459266663, 0.6795889735221863, -0.3031759262084961, 0.4430812895298004, 0.6862571835517883, -0.3171674311161041]",0
"[0.572223961353302, 0.5366264581680298, -0.2945178747177124, 0.4443172812461853, 0.5351763963699341, -0.2740097641944885, 0.6283770799636841, 0.6681796312332153, -0.31702011823654175, 0.39375147223472595, 0.6594003438949585, -0.320779025554657, 0.6726264953613281, 0.7848705053329468, -0.38848358392715454, 0.3469686508178711, 0.7760089635848999, -0.4229450523853302, 0.5459939241409302, 0.6908459663391113, -0.0008165037725120783, 0.47899314761161804, 0.6934023499488831, 0.000510161102283746, 0.5813573598861694, 0.6886630654335022, -0.2934369444847107, 0.44189977645874023, 0.6898916363716125, -0.30530816316604614]",0
"[0.5726937055587769, 0.5378627777099609, -0.3003801703453064, 0.44354188442230225, 0.536493182182312, -0.28704237937927246, 0.6275007724761963, 0.6643803119659424, -0.3234234154224396, 0.39368054270744324, 0.6599400639533997, -0.3343730866909027, 0.6728349328041077, 0.7836675643920898, -0.4069032073020935, 0.34761032462120056, 0.7727032899856567, -0.4437476396560669, 0.5446507930755615, 0.6916552782058716, -0.0015783124836161733, 0.47806888818740845, 0.6937094330787659, 0.0012558125890791416, 0.5790562033653259, 0.6791002154350281, -0.34338390827178955, 0.44295382499694824, 0.6837050318717957, -0.35758718848228455]",0
"[0.5719714760780334, 0.5416765213012695, -0.3007453382015228, 0.4432164430618286, 0.537230372428894, -0.2825872600078583, 0.628629207611084, 0.667309045791626, -0.33014073967933655, 0.3941503167152405, 0.6580623984336853, -0.3326912224292755, 0.6730123162269592, 0.7818464040756226, -0.413591206073761, 0.34839606285095215, 0.7746891975402832, -0.43994271755218506, 0.5441671013832092, 0.6929293274879456, -0.0031204542610794306, 0.47798967361450195, 0.6935777068138123, 0.002800566842779517, 0.5782487392425537, 0.6826056838035583, -0.33554238080978394, 0.44338661432266235, 0.6903455257415771, -0.34410643577575684]",0
"[0.572773814201355, 0.5439810752868652, -0.301999568939209, 0.44373324513435364, 0.5425412654876709, -0.271701842546463, 0.6276432871818542, 0.6666334271430969, -0.3288145363330841, 0.39255043864250183, 0.6582383513450623, -0.30519694089889526, 0.6737430095672607, 0.7833328247070312, -0.40932244062423706, 0.3462538719177246, 0.7738466262817383, -0.4047028124332428, 0.5422377586364746, 0.6939201951026917, -0.007581005338579416, 0.4764431416988373, 0.7010056376457214, 0.007261062506586313, 0.5802967548370361, 0.6887422204017639, -0.34829655289649963, 0.4459618926048279, 0.6954222321510315, -0.3567492961883545]",0
"[0.5728474855422974, 0.5441439151763916, -0.29674339294433594, 0.4433526396751404, 0.5428188443183899, -0.271263986825943, 0.6279675960540771, 0.6687854528427124, -0.3177051842212677, 0.39283865690231323, 0.6612428426742554, -0.3049411475658417, 0.6732401847839355, 0.7808030843734741, -0.39483851194381714, 0.34614259004592896, 0.7755695581436157, -0.4015560448169708, 0.5429521203041077, 0.689835786819458, -0.004973437171429396, 0.47775277495384216, 0.69423508644104, 0.004663711413741112, 0.5784680247306824, 0.6959047913551331, -0.3311058580875397, 0.4456034302711487, 0.6960058212280273, -0.326438844203949]",0
"[0.5738595128059387, 0.5450608730316162, -0.2981044054031372, 0.443241149187088, 0.5432553291320801, -0.273304283618927, 0.6283436417579651, 0.6689412593841553, -0.3238638937473297, 0.3937186002731323, 0.6603221893310547, -0.3096548318862915, 0.6732413172721863, 0.7801998853683472, -0.40220651030540466, 0.34637346863746643, 0.7742650508880615, -0.4008113741874695, 0.5444920659065247, 0.6781041622161865, -0.003778306534513831, 0.47846680879592896, 0.6803063750267029, 0.003482254920527339, 0.5783512592315674, 0.6983063220977783, -0.33188125491142273, 0.445262610912323, 0.7009309530258179, -0.32773450016975403]",0
"[0.5739082098007202, 0.5408799648284912, -0.3435177505016327, 0.4445304870605469, 0.5415995121002197, -0.3211442530155182, 0.6273285746574402, 0.6684284210205078, -0.3625774681568146, 0.3961958587169647, 0.6578810214996338, -0.3467727601528168, 0.6713566780090332, 0.776900053024292, -0.4511549174785614, 0.3489648103713989, 0.7728028893470764, -0.445218563079834, 0.5428251028060913, 0.669789731502533, -0.003405852010473609, 0.4779910743236542, 0.6705748438835144, 0.003114772727712989, 0.5795780420303345, 0.6959895491600037, -0.35563570261001587, 0.4441303610801697, 0.6979740858078003, -0.37035834789276123]",0
"[0.572483241558075, 0.5422226190567017, -0.36712154746055603, 0.44429486989974976, 0.5424215793609619, -0.34722036123275757, 0.6283607482910156, 0.6728601455688477, -0.38347864151000977, 0.3941444456577301, 0.6620606780052185, -0.36569151282310486, 0.673500657081604, 0.7785967588424683, -0.4725295305252075, 0.3459949493408203, 0.7745766043663025, -0.4576289653778076, 0.5425640344619751, 0.6596571803092957, -0.0022800087463110685, 0.47708001732826233, 0.6594613790512085, 0.0020158018451184034, 0.5798397660255432, 0.6961339116096497, -0.35611531138420105, 0.4463312029838562, 0.6921144723892212, -0.38513150811195374]",0
"[0.5726017951965332, 0.5451016426086426, -0.3389817476272583, 0.44528481364250183, 0.5447304248809814, -0.3171129822731018, 0.6282013654708862, 0.6729524731636047, -0.35426628589630127, 0.3919345736503601, 0.6638703942298889, -0.34010088443756104, 0.6748806238174438, 0.7806071043014526, -0.4386860430240631, 0.3466618061065674, 0.7786548137664795, -0.4307912290096283, 0.5457448959350586, 0.6479713320732117, -0.00366321112960577, 0.4781700074672699, 0.6471825838088989, 0.0033592097461223602, 0.5785355567932129, 0.6934133172035217, -0.3149593770503998, 0.4514917731285095, 0.683148205280304, -0.31509533524513245]",0
