features,labels
"[0.5278740525245667, 0.44493553042411804, -0.14914168417453766, 0.5169143676757812, 0.44764018058776855, 0.14360477030277252, 0.5478740930557251, 0.34752678871154785, -0.1474069356918335, 0.5307394862174988, 0.3635043203830719, 0.13727474212646484, 0.5655120611190796, 0.2912299335002899, -0.03578543663024902, 0.553207516670227, 0.3066565990447998, 0.01219492219388485, 0.4758523404598236, 0.3096144497394562, -0.09355228394269943, 0.47428974509239197, 0.3130062520503998, 0.09346254914999008, 0.5548732876777649, 0.33643826842308044, -0.03129616752266884, 0.55342698097229, 0.3323565125465393, 0.09093467891216278]",0
"[0.5353208780288696, 0.43727266788482666, -0.15984183549880981, 0.5247821807861328, 0.4423529803752899, 0.12445815652608871, 0.5467146039009094, 0.335803747177124, -0.15394839644432068, 0.5333345532417297, 0.35219308733940125, 0.11132710427045822, 0.5539289712905884, 0.2829338610172272, -0.03550329431891441, 0.5455551147460938, 0.2935284972190857, -0.01969347521662712, 0.47342318296432495, 0.32361671328544617, -0.0927334800362587, 0.4715884029865265, 0.32488980889320374, 0.09267275035381317, 0.555509626865387, 0.3181993365287781, -0.03441065922379494, 0.5528387427330017, 0.3121137320995331, 0.09148033708333969]",0
"[0.5476415157318115, 0.4211356043815613, -0.13993501663208008, 0.5376789569854736, 0.43478816747665405, 0.11828327178955078, 0.5392454862594604, 0.3231479525566101, -0.11612843722105026, 0.5271579623222351, 0.3616313636302948, 0.09903017431497574, 0.5324235558509827, 0.27998989820480347, 0.022507041692733765, 0.526938259601593, 0.2953629195690155, -0.027401885017752647, 0.4683617055416107, 0.3573760986328125, -0.08734789490699768, 0.4663243889808655, 0.36103296279907227, 0.08729098737239838, 0.5425733923912048, 0.30541154742240906, -0.014867055229842663, 0.5380982756614685, 0.30301332473754883, 0.08059399574995041]",0
"[0.5559227466583252, 0.40906739234924316, -0.13788796961307526, 0.5480587482452393, 0.41782790422439575, 0.1320848912000656, 0.5320771336555481, 0.3235085606575012, -0.12710946798324585, 0.5254883766174316, 0.3475382328033447, 0.1222110316157341, 0.51723313331604, 0.27189403772354126, -0.004339716862887144, 0.5176813006401062, 0.28468790650367737, 0.004488881677389145, 0.46986621618270874, 0.3970462679862976, -0.09005916118621826, 0.46899184584617615, 0.3979540765285492, 0.09001202881336212, 0.5293365716934204, 0.2938883900642395, -0.03032667189836502, 0.526128351688385, 0.292814165353775, 0.07596716284751892]",0
"[0.5599870085716248, 0.3949365019798279, -0.12080185860395432, 0.5518755912780762, 0.40369439125061035, 0.16270415484905243, 0.5277008414268494, 0.3186352849006653, -0.11988946050405502, 0.5209895968437195, 0.3511975109577179, 0.15867206454277039, 0.5076631903648376, 0.2779471278190613, -0.0017180651193484664, 0.5070852637290955, 0.2943199872970581, 0.048719339072704315, 0.472713440656662, 0.41592589020729065, -0.0950499027967453, 0.4688533842563629, 0.4141131341457367, 0.09496583789587021, 0.5198142528533936, 0.2952439785003662, -0.03799454867839813, 0.5155747532844543, 0.2940060794353485, 0.08082783222198486]",0
"[0.5586698055267334, 0.37759560346603394, -0.09021670371294022, 0.551061749458313, 0.3979383707046509, 0.1699025183916092, 0.5196699500083923, 0.317482590675354, -0.09684557467699051, 0.5157981514930725, 0.3680659234523773, 0.15210595726966858, 0.4954981803894043, 0.2861155569553375, 0.008228214457631111, 0.49849140644073486, 0.31737321615219116, 0.04059525579214096, 0.4788128435611725, 0.428398460149765, -0.08906181901693344, 0.47363001108169556, 0.4349612593650818, 0.08897440880537033, 0.5102035403251648, 0.29540666937828064, -0.021824577823281288, 0.5059670209884644, 0.30193430185317993, 0.0790250301361084]",0
"[0.556669294834137, 0.3607645034790039, -0.0890624076128006, 0.5461334586143494, 0.378703236579895, 0.18519124388694763, 0.5064601898193359, 0.34206423163414, -0.12553174793720245, 0.5070358514785767, 0.35084253549575806, 0.1976478397846222, 0.48384803533554077, 0.3163107633590698, -0.0636608898639679, 0.4873180687427521, 0.3235602378845215, 0.11157482117414474, 0.49117663502693176, 0.4619707465171814, -0.09141194820404053, 0.4868868887424469, 0.4647452235221863, 0.09128331393003464, 0.49272868037223816, 0.31806716322898865, -0.06927011907100677, 0.4894121289253235, 0.31979578733444214, 0.05848567932844162]",0
"[0.55176842212677, 0.34429770708084106, -0.0481693409383297, 0.541351318359375, 0.37113913893699646, 0.21943116188049316, 0.49813830852508545, 0.3432846963405609, -0.05933254584670067, 0.49826186895370483, 0.3562336564064026, 0.1771475374698639, 0.47672730684280396, 0.3305494785308838, 0.029924770817160606, 0.48194724321365356, 0.333759605884552, 0.02548081800341606, 0.5030421614646912, 0.4716247320175171, -0.09185592085123062, 0.49694785475730896, 0.48509493470191956, 0.09165370464324951, 0.4853922426700592, 0.32917654514312744, -0.018844591453671455, 0.4826361835002899, 0.3331480622291565, 0.10465484112501144]",0
"[0.536853015422821, 0.3326755166053772, -0.09155683219432831, 0.53847336769104, 0.3589632511138916, 0.18990884721279144, 0.4826062023639679, 0.3461630344390869, -0.08648531883955002, 0.49986129999160767, 0.37032803893089294, 0.14404647052288055, 0.4664982557296753, 0.36822497844696045, 0.03921627253293991, 0.4787631630897522, 0.36755865812301636, -0.014131112955510616, 0.5160275101661682, 0.48185989260673523, -0.0974174216389656, 0.5193246006965637, 0.49633142352104187, 0.0972842127084732, 0.4717443585395813, 0.3562573492527008, -0.03547632321715355, 0.4793257713317871, 0.36644548177719116, 0.09168398380279541]",0
"[0.5322582125663757, 0.32918235659599304, -0.07756253331899643, 0.5262523889541626, 0.3426560163497925, 0.18418341875076294, 0.4964078664779663, 0.3641313910484314, -0.09960588812828064, 0.4871423840522766, 0.37762898206710815, 0.11446072161197662, 0.46541672945022583, 0.37661266326904297, -0.021055154502391815, 0.4708191454410553, 0.3782089650630951, -0.07120209187269211, 0.5266844630241394, 0.4801684319972992, -0.08835776895284653, 0.5260403156280518, 0.5011420249938965, 0.08819249272346497, 0.47197264432907104, 0.37591227889060974, -0.05729684978723526, 0.47522464394569397, 0.3839043080806732, 0.08096548914909363]",0
"[0.5116952061653137, 0.3300897479057312, -0.07694139331579208, 0.5114240646362305, 0.34310728311538696, 0.16047193109989166, 0.47430121898651123, 0.3872237503528595, -0.08807477355003357, 0.48648932576179504, 0.41298148036003113, 0.09805077314376831, 0.46572527289390564, 0.4110748767852783, -0.005376695655286312, 0.4657396078109741, 0.41574981808662415, -0.07858434319496155, 0.5394785404205322, 0.4728813171386719, -0.07456660270690918, 0.5394896864891052, 0.4950903654098511, 0.07436499744653702, 0.47136956453323364, 0.4095678925514221, -0.06611546128988266, 0.47189441323280334, 0.4183296263217926, 0.0617046020925045]",0
"[0.5024638772010803, 0.33462774753570557, -0.07451161742210388, 0.5090688467025757, 0.3633284866809845, 0.17480236291885376, 0.4860895872116089, 0.40713849663734436, -0.08235117793083191, 0.49201396107673645, 0.4243130385875702, 0.12553748488426208, 0.4703185558319092, 0.4488031268119812, 0.0016963667003437877, 0.4743020236492157, 0.4326372742652893, -0.04459825158119202, 0.5430710911750793, 0.4686335325241089, -0.08037707954645157, 0.5450485944747925, 0.4926773011684418, 0.08019743114709854, 0.4681132733821869, 0.4198729991912842, -0.07074194401502609, 0.469369500875473, 0.4314420223236084, 0.06410712003707886]",0
"[0.49446791410446167, 0.33759379386901855, -0.07701754570007324, 0.5010111331939697, 0.3707694113254547, 0.1421065330505371, 0.47974294424057007, 0.41793984174728394, -0.07174455374479294, 0.48536038398742676, 0.43156498670578003, 0.06326963752508163, 0.47050222754478455, 0.44403067231178284, 0.03595222905278206, 0.4719371795654297, 0.4410126805305481, -0.1162160262465477, 0.548217236995697, 0.4596289396286011, -0.07995708286762238, 0.5506447553634644, 0.48286759853363037, 0.0798170194029808, 0.47090861201286316, 0.43693217635154724, -0.05389481037855148, 0.4720163941383362, 0.44361039996147156, 0.04829610884189606]",0
"[0.4855387806892395, 0.3497375249862671, -0.08991741389036179, 0.49602147936820984, 0.3785419762134552, 0.12581025063991547, 0.4680311977863312, 0.45643532276153564, -0.06557702273130417, 0.4871401786804199, 0.454403817653656, 0.046872593462467194, 0.4737621247768402, 0.46304717659950256, 0.06442909687757492, 0.47061917185783386, 0.4610719680786133, -0.13642467558383942, 0.5506118535995483, 0.4491489827632904, -0.0795757919549942, 0.5572084784507751, 0.467393696308136, 0.0794643834233284, 0.47049710154533386, 0.45134851336479187, -0.02727159857749939, 0.473919540643692, 0.4560467302799225, 0.04823329672217369]",0
"[0.468791663646698, 0.38218948245048523, -0.1251332014799118, 0.48150351643562317, 0.3938924968242645, 0.12288232147693634, 0.4861499071121216, 0.47200632095336914, -0.1189749613404274, 0.49222105741500854, 0.46786537766456604, 0.06772053241729736, 0.4866301119327545, 0.49557551741600037, 0.0011358506744727492, 0.4835446774959564, 0.49784159660339355, -0.10053740441799164, 0.5532540082931519, 0.42094501852989197, -0.0878334566950798, 0.5619797706604004, 0.43224042654037476, 0.08775688707828522, 0.48126810789108276, 0.48187512159347534, -0.028342794626951218, 0.48634427785873413, 0.48681288957595825, 0.06495267897844315]",0
"[0.4652749300003052, 0.3976225256919861, -0.12893883883953094, 0.47548818588256836, 0.4029976725578308, 0.094131238758564, 0.48290103673934937, 0.4903027415275574, -0.10875588655471802, 0.49229729175567627, 0.4642421305179596, 0.04205934703350067, 0.4998795688152313, 0.502166748046875, 0.01827136054635048, 0.4939329922199249, 0.49491190910339355, -0.11398275941610336, 0.5514516234397888, 0.4104648530483246, -0.08062440156936646, 0.5565462708473206, 0.41495367884635925, 0.08056016266345978, 0.4861096739768982, 0.4897800385951996, -0.060344960540533066, 0.48971524834632874, 0.4939756989479065, 0.03953956067562103]",0
"[0.4627535939216614, 0.4119168519973755, -0.11151961237192154, 0.472175270318985, 0.40963655710220337, 0.11001043021678925, 0.4956842064857483, 0.47562742233276367, -0.09883006662130356, 0.4970521330833435, 0.4717015326023102, 0.061221685260534286, 0.5004807710647583, 0.5102068185806274, 0.019180985167622566, 0.5030263066291809, 0.5056672096252441, -0.08181680738925934, 0.5483813881874084, 0.3963344395160675, -0.08079062402248383, 0.5534214973449707, 0.40037983655929565, 0.08069411665201187, 0.49159863591194153, 0.49883294105529785, -0.052830278873443604, 0.4959382712841034, 0.49910250306129456, 0.07431832700967789]",0
"[0.46135905385017395, 0.4357997477054596, -0.09969688206911087, 0.4718729257583618, 0.4335240423679352, 0.1254550963640213, 0.4995390474796295, 0.5078094601631165, -0.08127802610397339, 0.5023512840270996, 0.4787520468235016, 0.06838066875934601, 0.5098174214363098, 0.5125845074653625, 0.04473022371530533, 0.510291337966919, 0.5101184844970703, -0.08418260514736176, 0.5395839214324951, 0.37711718678474426, -0.0810077115893364, 0.5450834035873413, 0.38027364015579224, 0.08089638501405716, 0.4989360272884369, 0.5071437954902649, -0.057410068809986115, 0.5015422701835632, 0.5032750368118286, 0.06402689218521118]",0
"[0.46043476462364197, 0.4557752013206482, -0.09383882582187653, 0.46701520681381226, 0.4514577388763428, 0.1408131867647171, 0.5051822066307068, 0.5023767352104187, -0.08154420554637909, 0.5039292573928833, 0.47000083327293396, 0.10865914821624756, 0.5155485272407532, 0.5105961561203003, 0.032458432018756866, 0.5189744830131531, 0.505821943283081, -0.020636780187487602, 0.5311344861984253, 0.36830830574035645, -0.0831967368721962, 0.5355295538902283, 0.36549022793769836, 0.08307604491710663, 0.5050680041313171, 0.5096842050552368, -0.046959809958934784, 0.507224440574646, 0.5044833421707153, 0.0818977952003479]",0
"[0.4638442099094391, 0.4667716324329376, -0.06636109203100204, 0.47320806980133057, 0.4670981466770172, 0.1467752605676651, 0.5132747888565063, 0.5075473189353943, -0.04900527372956276, 0.5108426213264465, 0.4972905218601227, 0.10068459808826447, 0.5197672843933105, 0.500802755355835, 0.06467174738645554, 0.5194950699806213, 0.5022809505462646, -0.033637311309576035, 0.5190156102180481, 0.36121660470962524, -0.07482364028692245, 0.5243472456932068, 0.35650861263275146, 0.07469264417886734, 0.5103288292884827, 0.5103477239608765, -0.03717094287276268, 0.5108954310417175, 0.5023738145828247, 0.058656781911849976]",0
"[0.3859747648239136, 0.5861057639122009, -0.014925159513950348, 0.38546133041381836, 0.582581639289856, 0.15374988317489624, 0.3689459562301636, 0.6419672966003418, -0.06795303523540497, 0.3817322552204132, 0.6505765914916992, 0.1367509812116623, 0.36095356941223145, 0.7083863615989685, -0.07737468183040619, 0.36301925778388977, 0.7180850505828857, 0.05161192640662193, 0.45207592844963074, 0.5044513940811157, -0.0628792867064476, 0.4479047656059265, 0.5014326572418213, 0.06267106533050537, 0.4523269236087799, 0.6481565833091736, -0.07069520652294159, 0.4474164843559265, 0.649022102355957, 0.019761476665735245]",0
"[0.375702828168869, 0.5560509562492371, -0.15581044554710388, 0.3815535306930542, 0.5589653849601746, 0.1052098348736763, 0.3624758720397949, 0.6509504914283752, -0.21236750483512878, 0.37072184681892395, 0.6445876955986023, 0.1169361025094986, 0.34939783811569214, 0.7386423349380493, -0.18647800385951996, 0.3615650534629822, 0.7276384234428406, 0.025815792381763458, 0.46223029494285583, 0.523000180721283, -0.08334652334451675, 0.46354997158050537, 0.523525059223175, 0.08316397666931152, 0.4633404314517975, 0.6613336205482483, -0.07530582696199417, 0.46075186133384705, 0.6592592000961304, 0.09171424806118011]",0
"[0.37261027097702026, 0.565364420413971, -0.07198107242584229, 0.380320280790329, 0.5528835654258728, 0.18845517933368683, 0.35970252752304077, 0.6590149402618408, -0.12128284573554993, 0.37240737676620483, 0.6501765251159668, 0.20060525834560394, 0.35024839639663696, 0.7501212358474731, -0.08422330021858215, 0.36522501707077026, 0.7295107841491699, 0.11526861041784286, 0.46008744835853577, 0.5223497152328491, -0.08435443788766861, 0.46231862902641296, 0.5089645385742188, 0.08399767428636551, 0.4740971326828003, 0.6577885746955872, -0.06994300335645676, 0.47219568490982056, 0.6534884572029114, 0.08373449742794037]",0
"[0.36417195200920105, 0.5800427198410034, -0.14687611162662506, 0.3735444247722626, 0.5832669138908386, 0.136720210313797, 0.3593136966228485, 0.6665099263191223, -0.21207235753536224, 0.3707371950149536, 0.6676498055458069, 0.1666240394115448, 0.34830448031425476, 0.7501111030578613, -0.20120170712471008, 0.36556974053382874, 0.7433140277862549, 0.07825082540512085, 0.453854501247406, 0.5266644954681396, -0.09092842042446136, 0.45615217089653015, 0.5245175957679749, 0.09067199379205704, 0.4833458662033081, 0.6570717692375183, -0.09804312139749527, 0.4820842742919922, 0.6560544371604919, 0.0875663012266159]",0
"[0.38058799505233765, 0.5542182922363281, -0.2587851583957672, 0.38030725717544556, 0.556198000907898, -0.026278773322701454, 0.3616458773612976, 0.6583399772644043, -0.330215185880661, 0.37019065022468567, 0.6573489308357239, -0.038905851542949677, 0.35863858461380005, 0.7483367919921875, -0.3379969596862793, 0.36303794384002686, 0.7417590618133545, -0.12709659337997437, 0.4461996853351593, 0.5544320940971375, -0.06736384332180023, 0.4320857524871826, 0.5713962316513062, 0.0670359805226326, 0.4888957440853119, 0.6402802467346191, -0.18033862113952637, 0.4034464657306671, 0.6690049171447754, 0.08575306087732315]",0
"[0.3840956687927246, 0.5763932466506958, -0.4052475094795227, 0.4333506226539612, 0.5572142601013184, -0.39182329177856445, 0.3694125711917877, 0.6730008125305176, -0.4592215120792389, 0.4075146019458771, 0.695854127407074, -0.4620215594768524, 0.3649994730949402, 0.7798625230789185, -0.5061398148536682, 0.36367735266685486, 0.7828396558761597, -0.5318041443824768, 0.4099167585372925, 0.5343705415725708, 0.005140403285622597, 0.4420059323310852, 0.5496348738670349, -0.005423296708613634, 0.3875580132007599, 0.6593607068061829, 0.10473956167697906, 0.4926627576351166, 0.649140477180481, -0.004603279288858175]",0
"[0.3601643443107605, 0.6390913128852844, -0.07701344788074493, 0.3740410804748535, 0.6316719055175781, 0.18226376175880432, 0.35324230790138245, 0.7258977890014648, -0.13641563057899475, 0.3666408658027649, 0.7140287756919861, 0.18688511848449707, 0.35100653767585754, 0.8043147325515747, -0.11736347526311874, 0.3624488115310669, 0.786903977394104, 0.09335596114397049, 0.44439759850502014, 0.5565178990364075, -0.07880984991788864, 0.4495585262775421, 0.5511860251426697, 0.07848229259252548, 0.505699872970581, 0.6395356059074402, -0.07792513072490692, 0.5061842799186707, 0.6356090903282166, 0.05868035927414894]",0
"[0.35913902521133423, 0.6539312601089478, -0.10225308686494827, 0.36811912059783936, 0.6396572589874268, 0.16704107820987701, 0.3567070960998535, 0.737079381942749, -0.17487786710262299, 0.365418016910553, 0.7271668910980225, 0.17613793909549713, 0.3532710075378418, 0.8118687868118286, -0.172698974609375, 0.36039596796035767, 0.7988923788070679, 0.07297680526971817, 0.4422931373119354, 0.5687816143035889, -0.08248594403266907, 0.44613024592399597, 0.5550681948661804, 0.08220262080430984, 0.509613037109375, 0.6343474984169006, -0.08398949354887009, 0.5095409750938416, 0.6284705400466919, 0.057211585342884064]",0
"[0.3577367961406708, 0.6643803119659424, -0.08068754523992538, 0.37093430757522583, 0.6416575908660889, 0.17235547304153442, 0.35295677185058594, 0.7547048926353455, -0.15341144800186157, 0.3662899434566498, 0.7434329986572266, 0.15526774525642395, 0.3494199216365814, 0.8321139812469482, -0.14236417412757874, 0.3585076332092285, 0.8228042125701904, 0.059545356780290604, 0.44291236996650696, 0.5914360880851746, -0.07444247603416443, 0.4471789002418518, 0.5831567049026489, 0.07414047420024872, 0.5144191384315491, 0.6311735510826111, -0.06702739745378494, 0.5185447335243225, 0.6239911317825317, 0.059330496937036514]",0
"[0.35790497064590454, 0.693569540977478, -0.034783851355314255, 0.36944085359573364, 0.6842664480209351, 0.22985976934432983, 0.3529343605041504, 0.7743747234344482, -0.107845738530159, 0.3620295524597168, 0.7680767774581909, 0.2370820790529251, 0.3477715849876404, 0.8506799936294556, -0.09569702297449112, 0.3566564917564392, 0.839121401309967, 0.15425482392311096, 0.43441128730773926, 0.5985382795333862, -0.0816790983080864, 0.4382033348083496, 0.5853281617164612, 0.08137109130620956, 0.5106842517852783, 0.6248018741607666, -0.0782422423362732, 0.5091974139213562, 0.617089033126831, 0.04293135553598404]",0
"[0.3569636940956116, 0.7182750105857849, -0.09391064941883087, 0.3702771067619324, 0.7084100842475891, 0.16689641773700714, 0.35224080085754395, 0.7952754497528076, -0.1725175380706787, 0.36126908659935, 0.7926410436630249, 0.16219767928123474, 0.3475862741470337, 0.8716570138931274, -0.17319771647453308, 0.356111615896225, 0.8621436357498169, 0.05898943915963173, 0.43360069394111633, 0.6118461489677429, -0.07989619672298431, 0.43711915612220764, 0.6015552282333374, 0.07962317764759064, 0.5114344954490662, 0.6204735636711121, -0.08655532449483871, 0.5121087431907654, 0.6172366738319397, 0.02588377706706524]",0
"[0.3614921271800995, 0.7636325359344482, -0.061785873025655746, 0.3695460855960846, 0.7482178211212158, 0.18748241662979126, 0.356553852558136, 0.8411440849304199, -0.12365266680717468, 0.3618733584880829, 0.8322557210922241, 0.17911478877067566, 0.348523885011673, 0.9150747656822205, -0.10920217633247375, 0.3521328866481781, 0.8948586583137512, 0.07693786919116974, 0.4336996376514435, 0.6429867148399353, -0.07874588668346405, 0.43711841106414795, 0.6335428953170776, 0.07842466980218887, 0.5093798637390137, 0.6184148788452148, -0.08351609855890274, 0.5077318549156189, 0.620085597038269, 0.05728723853826523]",0
"[0.3603748679161072, 0.7845902442932129, -0.10786055773496628, 0.3722117841243744, 0.7696512937545776, 0.14996449649333954, 0.35665449500083923, 0.865382730960846, -0.18768323957920074, 0.36307984590530396, 0.8546818494796753, 0.14134575426578522, 0.3487188518047333, 0.9374055862426758, -0.1926785409450531, 0.35408782958984375, 0.9195530414581299, 0.03231704607605934, 0.43214285373687744, 0.6602895259857178, -0.07957229763269424, 0.436504989862442, 0.6525812149047852, 0.07931748777627945, 0.5079562067985535, 0.6182615756988525, -0.07465527206659317, 0.5061547756195068, 0.6198264360427856, 0.05734990909695625]",0
"[0.3630130887031555, 0.8289993405342102, -0.11641182005405426, 0.37478333711624146, 0.820522665977478, 0.13264408707618713, 0.3607199490070343, 0.908106803894043, -0.20324786007404327, 0.36783507466316223, 0.8952399492263794, 0.12275158613920212, 0.3553192615509033, 0.9822832345962524, -0.2184310257434845, 0.360119491815567, 0.962979257106781, 0.0177171528339386, 0.42730143666267395, 0.6967549920082092, -0.07875759154558182, 0.4307030439376831, 0.6899000406265259, 0.07857175171375275, 0.4984343945980072, 0.6264778971672058, -0.08094871044158936, 0.4979538321495056, 0.6266894936561584, 0.05000897869467735]",0
